,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6771,FDI41,18.5,Regular,0.062609071,Frozen Foods,148.6418,OUT017,2007,Medium,Tier 2,Supermarket Type1,1765.7016
6772,FDV22,14.85,Regular,0.009930514,Snack Foods,157.463,OUT013,1987,High,Tier 3,Supermarket Type1,2503.408
6773,NCB43,12.792854228644996,Low Fat,0.099428487,Household,187.8898,OUT027,1985,Medium,Tier 3,Supermarket Type3,7296.5022
6774,FDQ46,7.51,Low Fat,0.10379339900000001,Snack Foods,110.1544,OUT035,2004,Small,Tier 2,Supermarket Type1,2684.5056
6775,FDC44,15.6,Low Fat,0.0,Fruits and Vegetables,111.9518,OUT049,1999,Medium,Tier 1,Supermarket Type1,2163.1842
6776,FDB22,8.02,Low Fat,0.11141958800000001,Snack Foods,154.3998,OUT035,2004,Small,Tier 2,Supermarket Type1,3383.5956
6777,FDV23,11.0,Low Fat,0.106051405,Breads,124.4046,OUT045,2002,Medium,Tier 2,Supermarket Type1,2241.0828
6778,FDK10,12.792854228644996,Regular,0.04016342,Snack Foods,181.166,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
6779,FDF05,17.5,Low Fat,0.026925385,Frozen Foods,264.39099999999996,OUT045,2002,Medium,Tier 2,Supermarket Type1,5259.82
6780,FDL33,7.235,Low Fat,0.099962524,Snack Foods,193.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.4520000000002
6781,FDD20,12.792854228644996,Low Fat,0.020614212,Fruits and Vegetables,126.4046,OUT027,1985,Medium,Tier 3,Supermarket Type3,5353.6978
6782,NCM54,12.792854228644996,Low Fat,0.050692386,Household,125.6678,OUT027,1985,Medium,Tier 3,Supermarket Type3,4832.3764
6783,FDW48,18.0,Low Fat,0.008589133,Baking Goods,81.0618,OUT017,2007,Medium,Tier 2,Supermarket Type1,1450.1124
6784,DRF36,16.1,Low Fat,0.023673342000000003,Soft Drinks,189.0846,OUT018,2009,Medium,Tier 3,Supermarket Type2,5350.3688
6785,NCM06,7.475,Low Fat,0.075881475,Household,155.2656,OUT045,2002,Medium,Tier 2,Supermarket Type1,2934.8464
6786,NCA54,16.5,Low Fat,0.061330521,Household,178.7318,OUT010,1998,Medium,Tier 3,Grocery Store,360.8636
6787,FDT46,11.35,Low Fat,0.030869612,Snack Foods,49.8008,OUT045,2002,Medium,Tier 2,Supermarket Type1,708.4112
6788,FDH20,16.1,Regular,0.024944396,Fruits and Vegetables,95.441,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.4429999999998
6789,FDT38,18.7,Low Fat,0.057654132000000004,Dairy,83.1566,OUT045,2002,Medium,Tier 2,Supermarket Type1,1606.5754
6790,NCI17,8.645,Low Fat,0.14371350800000002,Health and Hygiene,96.641,OUT045,2002,Medium,Tier 2,Supermarket Type1,868.8689999999999
6791,FDO40,17.1,Low Fat,0.032812668999999996,Frozen Foods,147.1392,OUT017,2007,Medium,Tier 2,Supermarket Type1,2237.0879999999997
6792,FDP12,9.8,Regular,0.045266806,Baking Goods,36.9874,OUT046,1997,Small,Tier 1,Supermarket Type1,705.748
6793,FDI44,12.792854228644996,Low Fat,0.09974748800000001,Fruits and Vegetables,75.2328,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.656
6794,FDB21,12.792854228644996,Low Fat,0.0,Fruits and Vegetables,242.9854,OUT027,1985,Medium,Tier 3,Supermarket Type3,6767.1912
6795,FDG16,15.25,Low Fat,0.089742065,Frozen Foods,213.7192,OUT013,1987,High,Tier 3,Supermarket Type1,1078.596
6796,NCZ42,10.5,Low Fat,0.011351778,Household,236.5248,OUT017,2007,Medium,Tier 2,Supermarket Type1,4029.4216
6797,NCJ30,5.82,Low Fat,0.081096613,Household,170.37900000000002,OUT017,2007,Medium,Tier 2,Supermarket Type1,1018.674
6798,FDV49,10.0,Low Fat,0.025827199,Canned,263.2226,OUT046,1997,Small,Tier 1,Supermarket Type1,3700.5164
6799,NCO43,5.5,Low Fat,0.0,Others,103.1016,OUT045,2002,Medium,Tier 2,Supermarket Type1,2024.0320000000002
6800,NCF18,18.35,Low Fat,0.148938624,Household,191.9504,OUT010,1998,Medium,Tier 3,Grocery Store,767.0016
6801,NCX41,19.0,Low Fat,0.0,Health and Hygiene,211.0244,OUT010,1998,Medium,Tier 3,Grocery Store,1482.0708
6802,FDY11,6.71,Regular,0.029535852,Baking Goods,67.5142,OUT013,1987,High,Tier 3,Supermarket Type1,593.2278
6803,FDU46,10.3,Regular,0.011143598999999999,Snack Foods,88.25399999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,1125.202
6804,NCI18,18.35,Low Fat,0.014045832,Household,222.7746,OUT049,1999,Medium,Tier 1,Supermarket Type1,1570.6222
6805,FDL38,13.8,Regular,0.014730321999999999,Canned,90.9172,OUT035,2004,Small,Tier 2,Supermarket Type1,2141.2128
6806,FDY60,10.5,Regular,0.026520107,Baking Goods,144.8128,OUT017,2007,Medium,Tier 2,Supermarket Type1,2157.192
6807,FDF53,20.75,Regular,0.08373655099999999,Frozen Foods,178.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,3428.2042
6808,NCM05,12.792854228644996,Low Fat,0.059557164,Health and Hygiene,263.7226,OUT027,1985,Medium,Tier 3,Supermarket Type3,6872.3876
6809,FDR13,9.895,Regular,0.028837829,Canned,117.8492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1506.0396
6810,FDA49,12.792854228644996,Low Fat,0.11366962900000001,Canned,89.0198,OUT019,1985,Small,Tier 1,Grocery Store,174.4396
6811,FDY52,12.792854228644996,Low Fat,0.012865901,Frozen Foods,59.3536,OUT019,1985,Small,Tier 1,Grocery Store,122.5072
6812,FDL02,12.792854228644996,Regular,0.182236555,Canned,107.1622,OUT019,1985,Small,Tier 1,Grocery Store,211.7244
6813,FDO24,11.1,Low Fat,0.17606902300000002,Baking Goods,156.7604,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248
6814,FDM08,10.1,Regular,0.053574075,Fruits and Vegetables,223.7088,OUT035,2004,Small,Tier 2,Supermarket Type1,2684.5056
6815,FDJ02,12.792854228644996,Regular,0.044063785,Canned,147.2418,OUT019,1985,Small,Tier 1,Grocery Store,294.2836
6816,FDW40,14.0,Regular,0.105573769,Frozen Foods,143.9812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1139.8496
6817,FDT46,12.792854228644996,Low Fat,0.030657949,Snack Foods,50.5008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1012.0160000000001
6818,FDY08,9.395,Regular,0.172042892,Fruits and Vegetables,139.9838,OUT017,2007,Medium,Tier 2,Supermarket Type1,1966.7732
6819,FDM21,12.792854228644996,Low Fat,0.064052392,Snack Foods,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,7472.2734
6820,FDH26,12.792854228644996,Regular,0.034531702000000004,Canned,142.2496,OUT027,1985,Medium,Tier 3,Supermarket Type3,2399.5432
6821,NCM42,6.13,Low Fat,0.028365524,Household,110.0912,OUT049,1999,Medium,Tier 1,Supermarket Type1,1637.868
6822,FDW13,8.5,Low Fat,0.09786620900000001,Canned,51.1324,OUT035,2004,Small,Tier 2,Supermarket Type1,1350.2424
6823,FDN04,12.792854228644996,Regular,0.01401884,Frozen Foods,178.1344,OUT027,1985,Medium,Tier 3,Supermarket Type3,3747.1224
6824,NCD07,9.1,Low Fat,0.0,Household,114.4518,OUT046,1997,Small,Tier 1,Supermarket Type1,1593.9252
6825,FDB34,15.25,Low Fat,0.044539370999999994,Snack Foods,85.3198,OUT010,1998,Medium,Tier 3,Grocery Store,261.6594
6826,FDD09,13.5,Low Fat,0.0,Fruits and Vegetables,179.9976,OUT013,1987,High,Tier 3,Supermarket Type1,4889.6352
6827,DRH59,10.8,Low Fat,0.0,Hard Drinks,72.33800000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.618
6828,DRN36,15.2,Low Fat,0.050168354000000005,Soft Drinks,95.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128
6829,DRA24,19.35,Regular,0.040154087000000005,Soft Drinks,164.6868,OUT017,2007,Medium,Tier 2,Supermarket Type1,1146.5076
6830,FDY36,12.792854228644996,Low Fat,0.009364957,Baking Goods,74.238,OUT027,1985,Medium,Tier 3,Supermarket Type3,1171.808
6831,FDG34,11.5,Regular,0.037539164,Snack Foods,106.9254,OUT013,1987,High,Tier 3,Supermarket Type1,3038.7112
6832,FDK43,9.8,Low Fat,0.026992587999999998,Meat,127.302,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.036
6833,NCM06,7.475,Low Fat,0.076156245,Household,156.4656,OUT017,2007,Medium,Tier 2,Supermarket Type1,2008.0528
6834,FDK22,9.8,Low Fat,0.026192765,Snack Foods,215.685,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.155
6835,FDF21,12.792854228644996,Regular,0.058542509000000006,Fruits and Vegetables,188.35299999999998,OUT027,1985,Medium,Tier 3,Supermarket Type3,4364.319
6836,FDO33,14.75,Low Fat,0.089686322,Snack Foods,115.3518,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.6288
6837,NCO43,5.5,Low Fat,0.047364617000000005,Others,100.0016,OUT017,2007,Medium,Tier 2,Supermarket Type1,708.4112
6838,FDX15,17.2,Low Fat,0.156269303,Meat,159.6578,OUT035,2004,Small,Tier 2,Supermarket Type1,3048.6982
6839,FDS10,19.2,Low Fat,0.035185588,Snack Foods,181.3318,OUT046,1997,Small,Tier 1,Supermarket Type1,1443.4544
6840,FDD46,12.792854228644996,Low Fat,0.247321039,Snack Foods,152.3998,OUT019,1985,Small,Tier 1,Grocery Store,153.7998
6841,FDV22,14.85,Regular,0.009979271,Snack Foods,155.763,OUT018,2009,Medium,Tier 3,Supermarket Type2,3129.26
6842,NCR29,7.565,Low Fat,0.054863459,Health and Hygiene,58.393,OUT018,2009,Medium,Tier 3,Supermarket Type2,509.337
6843,FDU34,18.25,Low Fat,0.07562026200000001,Snack Foods,123.8046,OUT017,2007,Medium,Tier 2,Supermarket Type1,3486.1288
6844,FDZ35,9.6,Regular,0.02236923,Breads,104.79899999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,1341.5870000000002
6845,FDA26,7.855,Regular,0.07390646099999999,Dairy,218.4482,OUT035,2004,Small,Tier 2,Supermarket Type1,4819.0604
6846,FDP38,10.1,Low Fat,0.032283676000000004,Canned,52.2008,OUT017,2007,Medium,Tier 2,Supermarket Type1,759.012
6847,FDT22,10.395,Low Fat,0.11207602,Snack Foods,58.022,OUT035,2004,Small,Tier 2,Supermarket Type1,659.1419999999999
6848,FDA50,16.25,Low Fat,0.087668236,Dairy,94.941,OUT017,2007,Medium,Tier 2,Supermarket Type1,1737.7379999999998
6849,FDY10,17.6,Low Fat,0.049067877,Snack Foods,115.6176,OUT046,1997,Small,Tier 1,Supermarket Type1,2519.3872
6850,FDC09,15.5,Regular,0.026355345,Fruits and Vegetables,100.8332,OUT045,2002,Medium,Tier 2,Supermarket Type1,1537.9979999999998
6851,FDT19,7.59,Regular,0.145631695,Fruits and Vegetables,172.808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2250.404
6852,FDO34,12.792854228644996,Low Fat,0.029793955,Snack Foods,167.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744
6853,NCV54,11.1,Low Fat,0.033160417000000005,Household,119.6124,OUT049,1999,Medium,Tier 1,Supermarket Type1,2251.7356
6854,FDH57,12.792854228644996,Low Fat,0.035574413,Fruits and Vegetables,131.4284,OUT027,1985,Medium,Tier 3,Supermarket Type3,5404.9644
6855,FDA28,16.1,Regular,0.047801882999999996,Frozen Foods,127.4362,OUT046,1997,Small,Tier 1,Supermarket Type1,2265.0516
6856,FDB05,5.155,Low Fat,0.083198341,Frozen Foods,246.0776,OUT046,1997,Small,Tier 1,Supermarket Type1,990.7104
6857,FDK45,12.792854228644996,Low Fat,0.059281315,Seafood,111.586,OUT019,1985,Small,Tier 1,Grocery Store,339.55800000000005
6858,DRH01,12.792854228644996,Low Fat,0.17141731600000001,Soft Drinks,173.0738,OUT019,1985,Small,Tier 1,Grocery Store,347.5476
6859,FDY52,6.365,Low Fat,0.007348286,Frozen Foods,62.8536,OUT046,1997,Small,Tier 1,Supermarket Type1,796.2968
6860,FDR48,11.65,Low Fat,0.0,Baking Goods,152.6024,OUT035,2004,Small,Tier 2,Supermarket Type1,303.6048
6861,FDY15,18.25,Regular,0.170795745,Dairy,154.463,OUT035,2004,Small,Tier 2,Supermarket Type1,2190.482
6862,FDM51,11.8,Regular,0.025966531,Meat,102.2674,OUT049,1999,Medium,Tier 1,Supermarket Type1,2444.8176
6863,FDR43,18.2,Low Fat,0.161489509,Fruits and Vegetables,37.619,OUT046,1997,Small,Tier 1,Supermarket Type1,366.19
6864,FDW09,13.65,Regular,0.025899245,Snack Foods,81.1302,OUT013,1987,High,Tier 3,Supermarket Type1,792.302
6865,FDV44,8.365,Regular,0.039906377,Fruits and Vegetables,191.3188,OUT049,1999,Medium,Tier 1,Supermarket Type1,1713.7692
6866,DRH37,12.792854228644996,Low Fat,0.072864869,Soft Drinks,165.2526,OUT019,1985,Small,Tier 1,Grocery Store,822.263
6867,FDZ47,20.7,Regular,0.079419755,Baking Goods,99.8042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1488.0629999999999
6868,NCP43,17.75,Low Fat,0.03050705,Others,180.36599999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,2336.958
6869,FDL26,18.0,Low Fat,0.073490977,Canned,157.3972,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.9860000000001
6870,DRM35,9.695,Low Fat,0.07084301900000001,Hard Drinks,177.7344,OUT017,2007,Medium,Tier 2,Supermarket Type1,1605.9096
6871,FDM39,6.42,Low Fat,0.053688479000000004,Dairy,178.3002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2328.3026
6872,DRD15,10.6,Low Fat,0.056911107,Dairy,233.9642,OUT045,2002,Medium,Tier 2,Supermarket Type1,3717.8272
6873,NCK06,5.03,Low Fat,0.014472516000000001,Household,122.0756,OUT010,1998,Medium,Tier 3,Grocery Store,121.1756
6874,FDV04,7.825,Regular,0.150319469,Frozen Foods,156.9288,OUT045,2002,Medium,Tier 2,Supermarket Type1,1571.2879999999998
6875,FDG46,12.792854228644996,Regular,0.032750291,Snack Foods,112.1518,OUT027,1985,Medium,Tier 3,Supermarket Type3,5351.0346
6876,FDO19,17.7,Regular,0.016622448,Fruits and Vegetables,50.2034,OUT049,1999,Medium,Tier 1,Supermarket Type1,1166.4816
6877,NCN05,8.235,Low Fat,0.014482153000000001,Health and Hygiene,182.295,OUT049,1999,Medium,Tier 1,Supermarket Type1,3661.9
6878,DRA12,11.6,Low Fat,0.0,Soft Drinks,141.6154,OUT045,2002,Medium,Tier 2,Supermarket Type1,3829.0158
6879,FDJ02,17.2,Regular,0.025205909,Canned,149.1418,OUT049,1999,Medium,Tier 1,Supermarket Type1,1177.1344
6880,NCK17,11.0,Low Fat,0.037971697,Health and Hygiene,38.948,OUT045,2002,Medium,Tier 2,Supermarket Type1,519.3240000000001
6881,FDO58,19.6,Low Fat,0.039544237,Snack Foods,163.6526,OUT013,1987,High,Tier 3,Supermarket Type1,1151.1682
6882,FDB22,8.02,Low Fat,0.11161392099999999,Snack Foods,152.6998,OUT049,1999,Medium,Tier 1,Supermarket Type1,3383.5956
6883,FDG33,5.365,Regular,0.140524691,Seafood,172.7764,OUT045,2002,Medium,Tier 2,Supermarket Type1,2233.0932
6884,FDK58,11.35,Regular,0.045073782,Snack Foods,101.9016,OUT045,2002,Medium,Tier 2,Supermarket Type1,2631.2416
6885,DRH49,12.792854228644996,Low Fat,0.043168763,Soft Drinks,82.8592,OUT019,1985,Small,Tier 1,Grocery Store,165.1184
6886,FDT43,16.35,Low Fat,0.020547951000000002,Fruits and Vegetables,51.2324,OUT046,1997,Small,Tier 1,Supermarket Type1,571.2564
6887,NCR38,17.25,Low Fat,0.113694957,Household,253.4724,OUT049,1999,Medium,Tier 1,Supermarket Type1,6040.1376
6888,DRI39,13.8,Low Fat,0.097043739,Dairy,57.493,OUT035,2004,Small,Tier 2,Supermarket Type1,1358.2320000000002
6889,NCZ05,8.485,Low Fat,0.058121214000000004,Health and Hygiene,104.499,OUT035,2004,Small,Tier 2,Supermarket Type1,1238.388
6890,FDU21,11.8,Regular,0.07665661,Snack Foods,32.3558,OUT013,1987,High,Tier 3,Supermarket Type1,169.77900000000002
6891,NCP54,15.35,Low Fat,0.035204319,Household,122.87299999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,2832.9790000000003
6892,NCX29,10.0,Low Fat,0.08933333199999999,Health and Hygiene,145.6102,OUT045,2002,Medium,Tier 2,Supermarket Type1,2624.5836
6893,FDV01,19.2,Regular,0.0,Canned,153.3314,OUT017,2007,Medium,Tier 2,Supermarket Type1,3257.7594
6894,NCS17,18.6,Low Fat,0.080956792,Health and Hygiene,95.2436,OUT017,2007,Medium,Tier 2,Supermarket Type1,1796.3284
6895,NCN07,18.5,Low Fat,0.03391645,Others,130.9284,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692
6896,FDB14,20.25,Regular,0.102704495,Canned,94.31200000000001,OUT035,2004,Small,Tier 2,Supermarket Type1,2982.784
6897,NCJ18,12.35,Low Fat,0.163910938,Household,119.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1303.6364
6898,FDF57,14.5,Regular,0.058827383,Fruits and Vegetables,172.2448,OUT046,1997,Small,Tier 1,Supermarket Type1,2897.5616
6899,DRG01,14.8,Low Fat,0.044840933,Soft Drinks,78.367,OUT013,1987,High,Tier 3,Supermarket Type1,918.804
6900,FDA02,14.0,Regular,0.029843736000000003,Dairy,143.9786,OUT018,2009,Medium,Tier 3,Supermarket Type2,866.8716
6901,DRJ37,10.8,Low Fat,0.061446997,Soft Drinks,150.4024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2884.2456
6902,NCP55,14.65,Low Fat,0.011180713,Others,53.8614,OUT013,1987,High,Tier 3,Supermarket Type1,221.0456
6903,FDW45,12.792854228644996,Low Fat,0.038822077,Snack Foods,147.7418,OUT027,1985,Medium,Tier 3,Supermarket Type3,1618.5598
6904,FDK38,6.65,Low Fat,0.05339798900000001,Canned,149.3734,OUT045,2002,Medium,Tier 2,Supermarket Type1,296.9468
6905,NCZ30,6.59,Low Fat,0.043828293,Household,121.4098,OUT010,1998,Medium,Tier 3,Grocery Store,241.0196
6906,FDK08,12.792854228644996,Regular,0.21413978600000003,Fruits and Vegetables,102.4016,OUT019,1985,Small,Tier 1,Grocery Store,202.4032
6907,DRY23,9.395,Regular,0.10907574199999999,Soft Drinks,42.9112,OUT035,2004,Small,Tier 2,Supermarket Type1,426.11199999999997
6908,FDT31,19.75,Low Fat,0.012448293999999999,Fruits and Vegetables,188.2872,OUT046,1997,Small,Tier 1,Supermarket Type1,2647.2208
6909,FDU52,7.56,Low Fat,0.064030636,Frozen Foods,154.463,OUT018,2009,Medium,Tier 3,Supermarket Type2,2503.408
6910,NCG19,20.25,Low Fat,0.14781046,Household,234.8616,OUT013,1987,High,Tier 3,Supermarket Type1,2812.3392
6911,NCR30,20.6,Low Fat,0.07113694799999999,Household,76.3696,OUT045,2002,Medium,Tier 2,Supermarket Type1,372.848
6912,FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,2002,Medium,Tier 2,Supermarket Type1,2612.5992
6913,FDQ01,19.7,Regular,0.16102755,Canned,254.1014,OUT045,2002,Medium,Tier 2,Supermarket Type1,4845.0266
6914,FDO22,13.5,Regular,0.029893094,Snack Foods,81.096,OUT010,1998,Medium,Tier 3,Grocery Store,159.792
6915,DRE13,6.28,Low Fat,0.027761288999999998,Soft Drinks,85.8198,OUT045,2002,Medium,Tier 2,Supermarket Type1,872.198
6916,FDL44,18.25,Low Fat,0.012272797,Fruits and Vegetables,160.2894,OUT035,2004,Small,Tier 2,Supermarket Type1,3235.788
6917,FDT34,9.3,Low Fat,0.174317307,Snack Foods,106.7964,OUT035,2004,Small,Tier 2,Supermarket Type1,841.5712
6918,DRM23,16.6,Low Fat,0.135707553,Hard Drinks,170.6422,OUT035,2004,Small,Tier 2,Supermarket Type1,1379.5376
6919,FDF32,16.35,Low Fat,0.068219025,Fruits and Vegetables,198.9426,OUT045,2002,Medium,Tier 2,Supermarket Type1,3559.3668
6920,NCE18,10.0,Low Fat,0.021468792,Household,251.675,OUT045,2002,Medium,Tier 2,Supermarket Type1,4244.475
6921,FDA51,12.792854228644996,Regular,0.16388212900000002,Dairy,113.2518,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.554
6922,DRZ24,7.535,Low Fat,0.082250143,Soft Drinks,118.344,OUT017,2007,Medium,Tier 2,Supermarket Type1,3115.9440000000004
6923,FDT48,4.92,Low Fat,0.046026479,Baking Goods,196.5084,OUT049,1999,Medium,Tier 1,Supermarket Type1,3769.7596
6924,DRG11,6.385,Low Fat,0.0,Hard Drinks,108.9596,OUT046,1997,Small,Tier 1,Supermarket Type1,1186.4556
6925,FDE58,18.5,Low Fat,0.052149675,Snack Foods,118.3124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1540.6612
6926,DRA12,11.6,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,1987,High,Tier 3,Supermarket Type1,2552.6772
6927,FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,2007,Medium,Tier 2,Supermarket Type1,1619.2256
6928,FDT10,16.7,Regular,0.062170334,Snack Foods,60.9562,OUT045,2002,Medium,Tier 2,Supermarket Type1,829.5868
6929,FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102,OUT013,1987,High,Tier 3,Supermarket Type1,1166.4816
6930,FDC32,18.35,Low Fat,0.099309997,Fruits and Vegetables,91.4462,OUT045,2002,Medium,Tier 2,Supermarket Type1,1665.8316
6931,FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,2007,Medium,Tier 2,Supermarket Type1,2876.256
6932,NCH18,9.3,Low Fat,0.044843161,Household,246.1802,OUT018,2009,Medium,Tier 3,Supermarket Type2,2702.4822
6933,DRE37,12.792854228644996,Low Fat,0.164966345,Soft Drinks,189.4872,OUT019,1985,Small,Tier 1,Grocery Store,189.0872
6934,DRC13,8.26,Regular,0.032435437000000004,Soft Drinks,124.87299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2956.152
6935,FDG47,12.8,Low Fat,0.06961884,Starchy Foods,260.3252,OUT046,1997,Small,Tier 1,Supermarket Type1,8132.0812
6936,FDY55,16.75,Low Fat,0.08165147,Fruits and Vegetables,258.3988,OUT018,2009,Medium,Tier 3,Supermarket Type2,1541.9928
6937,NCW29,12.792854228644996,Low Fat,0.028723187,Health and Hygiene,131.83100000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268
6938,NCT05,10.895,Low Fat,0.020994339,Health and Hygiene,255.6672,OUT045,2002,Medium,Tier 2,Supermarket Type1,4346.3424
6939,FDN50,16.85,Regular,0.026561057000000002,Canned,93.712,OUT049,1999,Medium,Tier 1,Supermarket Type1,466.06
6940,FDU60,20.0,Regular,0.10026206800000001,Baking Goods,169.6132,OUT010,1998,Medium,Tier 3,Grocery Store,169.1132
6941,FDX02,16.0,Low Fat,0.05701260599999999,Dairy,225.0404,OUT013,1987,High,Tier 3,Supermarket Type1,5851.0504
6942,FDL34,16.0,Low Fat,0.041009558,Snack Foods,141.2496,OUT049,1999,Medium,Tier 1,Supermarket Type1,2681.8424
6943,DRF27,8.93,Low Fat,0.028578012000000003,Dairy,152.234,OUT017,2007,Medium,Tier 2,Supermarket Type1,3828.35
6944,FDZ35,9.6,Regular,0.0,Breads,101.699,OUT049,1999,Medium,Tier 1,Supermarket Type1,2373.577
6945,DRF03,12.792854228644996,Low Fat,0.045088724000000004,Dairy,39.7138,OUT027,1985,Medium,Tier 3,Supermarket Type3,1096.5726
6946,NCO41,12.792854228644996,Low Fat,0.018757586,Health and Hygiene,96.9384,OUT027,1985,Medium,Tier 3,Supermarket Type3,2167.8448
6947,FDQ59,9.8,Regular,0.056500895,Breads,85.8908,OUT045,2002,Medium,Tier 2,Supermarket Type1,1845.5976
6948,NCZ53,9.6,Low Fat,0.024576875,Health and Hygiene,186.6214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1884.214
6949,FDZ33,12.792854228644996,Low Fat,0.18803837199999998,Snack Foods,146.4076,OUT019,1985,Small,Tier 1,Grocery Store,147.8076
6950,FDD34,7.945,Low Fat,0.015908485,Snack Foods,161.421,OUT045,2002,Medium,Tier 2,Supermarket Type1,3425.5409999999997
6951,NCM06,7.475,Low Fat,0.07584563400000001,Household,156.0656,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872
6952,FDY43,14.85,Low Fat,0.09880308800000001,Fruits and Vegetables,169.7474,OUT018,2009,Medium,Tier 3,Supermarket Type2,673.7896
6953,DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,1998,Medium,Tier 3,Grocery Store,172.4422
6954,FDT20,10.5,Low Fat,0.041459803999999996,Fruits and Vegetables,39.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,540.6296
